RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2569143;PRODUCAO DE GRAOS  16/01/2019 20/07/2022;16/01/2019;20/07/2022;2600;2400;2400;2,5;;1282;1,8721;683,3073;0,8541;;;01/01/2023;31/12/2023;14;0;0;0;0;182,5; 0,5000 ; 0,4271 ; 2,9895 ; 7,4737 ; 3,7368 ; 11,2105 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2569145;ANALISE E DESENVOLVIMENTO DE SISTEMAS  16/01/2019 20/12/2021;16/01/2019;20/12/2021;2360;2000;2000;1,5;;1070;1,8692;682,2430;0,8528;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,4264 ; 1,0660 ; 1,5990 ; -     ; 1,5990 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ZOOTECNIA;RECURSOS NATURAIS;SIM;;2569146;ZOOTECNIA  16/01/2019 20/12/2023;16/01/2019;20/12/2023;3938;3600;3600;2,5;;1800;2,0000;730,0000;0,9125;;;01/01/2023;31/12/2023;16;0;0;354;0;0; 0,9699 ; 0,8850 ; 14,1600 ; 35,4000 ; 17,7000 ; 53,1000 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ENGENHARIA AGRICOLA;RECURSOS NATURAIS;SIM;;2569147;ENGENHARIA AGRICOLA  16/01/2019 20/12/2023;16/01/2019;20/12/2023;3985;3600;3600;2,5;;1800;2,0000;730,0000;0,9125;;;01/01/2023;31/12/2023;1;0;0;354;0;0; 0,9699 ; 0,8850 ; 0,8850 ; 2,2125 ; 1,1063 ; 3,3188 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2569149;TECNICO EM AGROPECUARIA INTEGRADO 16/01/2019 20/12/2022;16/01/2019;20/12/2022;3400;1200;3200;2,5;;1435;2,2300;813,9373;1,0174;;;01/01/2023;31/12/2023;61;0;0;0;0;182,5; 0,5000 ; 0,5087 ; 15,5157 ; 38,7892 ; 19,3946 ; 58,1838 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2569150;TECNICO EM INFORMATICA INTEGRADO 16/01/2019 20/12/2022;16/01/2019;20/12/2022;3266;1200;3200;1,5;;1435;2,2300;813,9373;1,0174;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,5087 ; 0,2544 ; 0,3815 ; -     ; 0,3815 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;PROEJA - INTEGRADO;2610076;TECNICO EM AGROINDUSTRIA PROEJA - INTEGRADO 13/02/2019 16/12/2022;13/02/2019;16/12/2022;2400;1000;2400;2,5;;1403;1,7106;624,3763;0,7805;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,3902 ; 0,1951 ; 0,4878 ; 0,2439 ; 0,7317 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;SUBSEQUENTE;2610073;TECNICO EM AGROINDUSTRIA SUBSEQUENTE 14/02/2019 20/07/2020;14/02/2019;20/07/2020;1200;1000;1000;2,5;;523;1,9120;697,8967;0,8724;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4362 ; 0,2181 ; 0,5452 ; 0,2726 ; 0,8178 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;SUBSEQUENTE;2610075;TECNICO EM INFORMATICA SUBSEQUENTE 14/02/2019 14/12/2020;14/02/2019;14/12/2020;1200;1200;1200;1,5;;670;1,7910;653,7313;0,8172;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4086 ; 0,2043 ; 0,3064 ; -     ; 0,3064 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;SUBSEQUENTE;2610956;TECNICO EM AGROINDUSTRIA SUBSEQUENTE 14/02/2019 20/07/2020;14/02/2019;20/07/2020;1200;1000;1000;2,5;;523;1,9120;697,8967;0,8724;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,4362 ; 0,2181 ; 0,5452 ; 0,2726 ; 0,8178 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2685043;TECNICO EM INFORMATICA INTEGRADO 12/02/2020 23/12/2022;12/02/2020;23/12/2022;3200;1200;3200;1,5;;1046;3,0593;1.116,6348;1,3958;;;01/01/2023;31/12/2023;5;0;0;0;0;182,5; 0,5000 ; 0,6979 ; 1,7447 ; 2,6171 ; -     ; 2,6171 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2685053;TECNICO EM AGROPECUARIA INTEGRADO 12/02/2020 14/07/2023;12/02/2020;14/07/2023;3430;1200;3200;2,5;;1249;2,5620;935,1481;1,1689;;;01/01/2023;31/12/2023;77;0;0;195;0;0; 0,5342 ; 0,6245 ; 48,0865 ; 120,2162 ; 60,1081 ; 180,3243 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2701056;ANALISE E DESENVOLVIMENTO DE SISTEMAS  12/02/2020 23/12/2022;12/02/2020;23/12/2022;2360;2000;2000;1,5;;1046;1,9120;697,8967;0,8724;;;01/01/2023;31/12/2023;4;0;0;0;0;182,5; 0,5000 ; 0,4362 ; 0,8724 ; 1,3086 ; -     ; 1,3086 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2701057;CIENCIAS BIOLOGICAS  12/02/2020 22/12/2023;12/02/2020;22/12/2023;3304;3200;3200;2,5;;1410;2,2695;828,3688;1,0355;;;01/01/2023;31/12/2023;10;0;0;356;0;0; 0,9753 ; 1,0099 ; 10,0993 ; 25,2482 ; -     ; 25,2482 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2701060;MATEMATICA  12/02/2020 22/12/2023;12/02/2020;22/12/2023;3376;3200;3200;2,5;;1410;2,2695;828,3688;1,0355;;;01/01/2023;31/12/2023;9;0;0;356;0;0; 0,9753 ; 1,0099 ; 9,0894 ; 22,7234 ; -     ; 22,7234 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;QUIMICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2701061;QUIMICA  12/02/2020 22/12/2023;12/02/2020;22/12/2023;3304;3200;3200;2,5;;1410;2,2695;828,3688;1,0355;;;01/01/2023;31/12/2023;4;0;0;356;0;0; 0,9753 ; 1,0099 ; 4,0397 ; 10,0993 ; -     ; 10,0993 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2701063;PRODUCAO DE GRAOS  12/02/2020 14/07/2023;12/02/2020;14/07/2023;2600;2400;2400;2,5;;1249;1,9215;701,3611;0,8767;;;01/01/2023;31/12/2023;11;0;0;195;0;0; 0,5342 ; 0,4684 ; 5,1521 ; 12,8803 ; 6,4402 ; 19,3205 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ZOOTECNIA;RECURSOS NATURAIS;SIM;;2701064;ZOOTECNIA  12/02/2020 20/12/2024;12/02/2020;20/12/2024;3938;3600;3600;2,5;;1774;2,0293;740,6990;0,9259;;;01/01/2023;31/12/2023;21;365;0;0;0;0; 1,0000 ; 0,9259 ; 19,4433 ; 48,6084 ; 24,3042 ; 72,9126 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;SUBSEQUENTE;2701066;TECNICO EM AGROINDUSTRIA SUBSEQUENTE 12/02/2020 16/07/2021;12/02/2020;16/07/2021;1200;1000;1000;2,5;;521;1,9194;700,5758;0,8757;;;01/01/2023;31/12/2023;7;0;0;0;0;182,5; 0,5000 ; 0,4379 ; 1,5325 ; 3,8313 ; 1,9156 ; 5,7469 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2701409;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  12/02/2020 20/08/2021;12/02/2020;20/08/2021;376;360;360;2;;556;0,6475;236,3309;0,2954;;;01/01/2023;31/12/2023;1;0;0;0;0;182,5; 0,5000 ; 0,1477 ; 0,0739 ; 0,1477 ; -     ; 0,1477 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;;2753965;AGROINDUSTRIA  05/04/2021 31/07/2024;05/04/2021;31/07/2024;2600;2400;2400;2,5;;1214;1,9769;721,5815;0,9020;;;01/01/2023;31/12/2023;12;365;0;0;0;0; 1,0000 ; 0,9020 ; 10,8237 ; 27,0593 ; 13,5297 ; 40,5890 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ZOOTECNIA;RECURSOS NATURAIS;SIM;;2754210;ZOOTECNIA  05/04/2021 31/12/2025;05/04/2021;31/12/2025;3638;3600;3600;2,5;;1732;2,0785;758,6605;0,9483;;;01/01/2023;31/12/2023;18;365;0;0;0;0; 1,0000 ; 0,9483 ; 17,0699 ; 42,6747 ; 21,3373 ; 64,0120 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2754223;MATEMATICA  05/04/2021 31/12/2024;05/04/2021;31/12/2024;3376;3200;3200;2,5;;1367;2,3409;854,4257;1,0680;;;01/01/2023;31/12/2023;18;365;0;0;0;0; 1,0000 ; 1,0680 ; 19,2246 ; 48,0614 ; -     ; 48,0614 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2754240;CIENCIAS BIOLOGICAS  05/04/2021 31/12/2024;05/04/2021;31/12/2024;3304;3200;3200;2,5;;1367;2,3409;854,4257;1,0680;;;01/01/2023;31/12/2023;20;365;0;0;0;0; 1,0000 ; 1,0680 ; 21,3606 ; 53,4016 ; -     ; 53,4016 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;QUIMICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2754243;QUIMICA  05/04/2021 31/12/2024;05/04/2021;31/12/2024;3304;3200;3200;2,5;;1367;2,3409;854,4257;1,0680;;;01/01/2023;31/12/2023;7;365;0;0;0;0; 1,0000 ; 1,0680 ; 7,4762 ; 18,6906 ; -     ; 18,6906 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2754247;TECNICO EM AGROPECUARIA INTEGRADO 05/04/2021 31/07/2024;05/04/2021;31/07/2024;3430;1200;3200;2,5;;1214;2,6359;962,1087;1,2026;;;01/01/2023;31/12/2023;70;365;0;0;0;0; 1,0000 ; 1,2026 ; 84,1845 ; 210,4613 ; 105,2306 ; 315,6919 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2754249;TECNICO EM INFORMATICA INTEGRADO 05/04/2021 29/12/2023;05/04/2021;29/12/2023;3200;1200;3200;1,5;;999;3,2032;1.169,1692;1,4615;;;01/01/2023;31/12/2023;33;0;0;363;0;0; 0,9945 ; 1,4535 ; 47,9640 ; 71,9459 ; -     ; 71,9459 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;SUBSEQUENTE;2754268;TECNICO EM AGROINDUSTRIA SUBSEQUENTE 05/04/2021 31/07/2022;05/04/2021;31/07/2022;1200;1000;1000;2,5;;483;2,0704;755,6936;0,9446;;;01/01/2023;31/12/2023;36;0;0;0;0;182,5; 0,5000 ; 0,4723 ; 8,5016 ; 21,2539 ; 10,6269 ; 31,8808 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - RECURSOS NATURAIS;RECURSOS NATURAIS;NÃO;;2754275;ESPECIALIZACAO - RECURSOS NATURAIS  05/04/2021 29/07/2022;05/04/2021;29/07/2022;360;360;360;2,5;;481;0,7484;273,1809;0,3415;;;01/01/2023;31/12/2023;19;0;0;0;0;182,5; 0,5000 ; 0,1707 ; 1,6220 ; 4,0550 ; -     ; 4,0550 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM QUIMICA;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2763656;TECNICO EM QUIMICA INTEGRADO 05/04/2021 15/12/2023;05/04/2021;15/12/2023;3380;1200;3200;2,5;;985;3,2487;1.185,7868;1,4822;;;01/01/2023;31/12/2023;8;0;0;349;0;0; 0,9562 ; 1,4173 ; 11,3381 ; 28,3452 ; -     ; 28,3452 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;PROEJA - INTEGRADO;2763739;TECNICO EM AGROINDUSTRIA PROEJA - INTEGRADO 05/04/2021 15/12/2023;05/04/2021;15/12/2023;2400;1000;2400;2,5;;985;2,4365;889,3401;1,1117;;;01/01/2023;31/12/2023;10;0;0;349;0;0; 0,9562 ; 1,0629 ; 10,6294 ; 26,5736 ; 13,2868 ; 39,8604 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;LICENCIATURA;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2835385;PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA DE DOCENTES  05/04/2021 20/12/2022;05/04/2021;20/12/2022;1040;3200;3200;2,5;;625;1,6640;607,3600;0,7592;;;01/01/2023;31/12/2023;26;0;0;0;0;182,5; 0,5000 ; 0,3796 ; 4,9348 ; 12,3370 ; -     ; 12,3370 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2753919;PRODUCAO DE GRAOS  06/04/2021 06/10/2024;06/04/2021;06/10/2024;2600;2400;2400;2,5;;1280;1,8750;684,3750;0,8555;;;01/01/2023;31/12/2023;20;365;0;0;0;0; 1,0000 ; 0,8555 ; 17,1094 ; 42,7734 ; 21,3867 ; 64,1602 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2753920;ANALISE E DESENVOLVIMENTO DE SISTEMAS  06/04/2021 06/04/2024;06/04/2021;06/04/2024;2360;2000;2000;1,5;;1097;1,8232;665,4512;0,8318;;;01/01/2023;31/12/2023;13;365;0;0;0;0; 1,0000 ; 0,8318 ; 10,8136 ; 16,2204 ; -     ; 16,2204 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;ESPECIALIZACAO (LATO SENSU);ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2835383;ESPECIALIZACAO - DESENVOLVIMENTO EDUCACIONAL E SOCIAL  30/08/2021 20/12/2022;30/08/2021;20/12/2022;360;360;360;2;;478;0,7531;274,8954;0,3436;;;01/01/2023;31/12/2023;17;0;0;0;0;182,5; 0,5000 ; 0,1718 ; 1,4604 ; 2,9208 ; -     ; 2,9208 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;QUIMICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2852570;QUIMICA  06/02/2022 20/12/2025;06/02/2022;20/12/2025;3304;3200;3200;2,5;;1414;2,2631;826,0255;1,0325;;;01/01/2023;31/12/2023;9;365;0;0;0;0; 1,0000 ; 1,0325 ; 9,2928 ; 23,2320 ; -     ; 23,2320 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROPECUARIA;RECURSOS NATURAIS;SIM;INTEGRADO;2852530;TECNICO EM AGROPECUARIA INTEGRADO 16/02/2022 20/12/2025;16/02/2022;20/12/2025;3430;1200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;104;365;0;0;0;0; 1,0000 ; 1,0399 ; 108,1481 ; 270,3704 ; 135,1852 ; 405,5556 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM INFORMATICA;INFORMACAO E COMUNICACAO;NÃO;INTEGRADO;2852533;TECNICO EM INFORMATICA INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3200;1200;3200;1,5;;1039;3,0799;1.124,1578;1,4052;;;01/01/2023;31/12/2023;55;365;0;0;0;0; 1,0000 ; 1,4052 ; 77,2859 ; 115,9288 ; -     ; 115,9288 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM QUIMICA;PRODUCAO INDUSTRIAL;NÃO;INTEGRADO;2852538;TECNICO EM QUIMICA INTEGRADO 16/02/2022 20/12/2024;16/02/2022;20/12/2024;3380;1200;3200;2,5;;1039;3,0799;1.124,1578;1,4052;;;01/01/2023;31/12/2023;22;365;0;0;0;0; 1,0000 ; 1,4052 ; 30,9143 ; 77,2859 ; -     ; 77,2859 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;TECNICO;TECNICO EM AGROINDUSTRIA;PRODUCAO ALIMENTICIA;SIM;SUBSEQUENTE;2852541;TECNICO EM AGROINDUSTRIA SUBSEQUENTE 16/02/2022 30/07/2023;16/02/2022;30/07/2023;1200;1000;1000;2,5;;530;1,8868;688,6792;0,8608;;;01/01/2023;31/12/2023;42;0;0;211;0;0; 0,5781 ; 0,4976 ; 20,9009 ; 52,2524 ; 26,1262 ; 78,3785 ;EAD FP;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;PRODUCAO DE GRAOS;RECURSOS NATURAIS;SIM;;2852549;PRODUCAO DE GRAOS  16/02/2022 30/07/2025;16/02/2022;30/07/2025;2600;2400;2400;2,5;;1261;1,9033;694,6868;0,8684;;;01/01/2023;31/12/2023;18;365;0;0;0;0; 1,0000 ; 0,8684 ; 15,6305 ; 39,0761 ; 19,5381 ; 58,6142 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ANALISE E DESENVOLVIMENTO DE SISTEMAS;INFORMACAO E COMUNICACAO;NÃO;;2852562;ANALISE E DESENVOLVIMENTO DE SISTEMAS  16/02/2022 20/12/2024;16/02/2022;20/12/2024;2360;2000;2000;1,5;;1039;1,9249;702,5987;0,8782;;;01/01/2023;31/12/2023;24;365;0;0;0;0; 1,0000 ; 0,8782 ; 21,0780 ; 31,6169 ; -     ; 31,6169 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;MATEMATICA;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2852565;MATEMATICA  16/02/2022 20/12/2025;16/02/2022;20/12/2025;3376;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;15;365;0;0;0;0; 1,0000 ; 1,0399 ; 15,5983 ; 38,9957 ; -     ; 38,9957 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;LICENCIATURA;CIENCIAS BIOLOGICAS;DESENVOLVIMENTO EDUCACIONAL E SOCIAL;NÃO;;2852573;CIENCIAS BIOLOGICAS  16/02/2022 20/12/2025;16/02/2022;20/12/2025;3304;3200;3200;2,5;;1404;2,2792;831,9088;1,0399;;;01/01/2023;31/12/2023;16;365;0;0;0;0; 1,0000 ; 1,0399 ; 16,6382 ; 41,5954 ; -     ; 41,5954 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;BACHARELADO;ZOOTECNIA;RECURSOS NATURAIS;SIM;;2852579;ZOOTECNIA  16/02/2022 20/12/2026;16/02/2022;20/12/2026;3938;3600;3600;2,5;;1769;2,0350;742,7925;0,9285;;;01/01/2023;31/12/2023;24;365;0;0;0;0; 1,0000 ; 0,9285 ; 22,2838 ; 55,7094 ; 27,8547 ; 83,5642 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO PRESENCIAL;SEM PROGRAMA ASSOCIADO;TECNOLOGIA;ALIMENTOS;PRODUCAO ALIMENTICIA;NÃO;;2866746;ALIMENTOS  16/02/2022 20/12/2024;16/02/2022;20/12/2024;2600;2400;2400;2,5;;1039;2,3099;843,1184;1,0539;;;01/01/2023;31/12/2023;16;365;0;0;0;0; 1,0000 ; 1,0539 ; 16,8624 ; 42,1559 ; -     ; 42,1559 ;PRESENCIAL;;;;;;;
RS;ALEGRETE;IFFARROUPILHA;CAMPUS ALEGRETE;ENSINO A DISTANCIA;SEM PROGRAMA ASSOCIADO;QUALIFICACAO PROFISSIONAL (FIC);ASSISTENTE ADMINISTRATIVO;GESTAO E NEGOCIOS;NÃO;;2976699;ASSISTENTE ADMINISTRATIVO  05/09/2022 30/11/2022;05/09/2022;30/11/2022;160;160;160;1;;87;1,8391;160,0000;0,2000;;;01/01/2023;31/12/2023;0;0;0;0;0;182,5; 2,0977 ; 0,4195 ; -     ; -     ; -     ; -     ;EAD FP;;;;;;;
